year,gdp_real_2015_usd,population,co2_mt,energy_ej,gdp_per_capita,energy_intensity,carbon_intensity,population_pp,gdp_per_capita_pp,energy_intensity_pp,carbon_intensity_pp,co2_growth_pct,sum_factors
2007,3174912263837.68,82266372,811.0682094,13.73588958,38593.07499105078,4.326383987504814e-12,59.04737401070459,-0.13371857260048556,2.9818878129878903,-7.833382016804798,1.031585862801537,-3.953626913615839,-3.953626913615856
2008,3203102383827.36,82110097,809.3684054,13.89544682,39009.84776363569,4.338121344531125e-12,58.24702263154716,-0.19014284469566242,1.074126501609745,0.2709298166752233,-1.3647093530380046,-0.20979587944868405,-0.2097958794486987
2009,3025504625850.04,81902307,753.5898453,13.02399204,36940.40786726606,4.304733804973378e-12,57.86166353492335,-0.25338341016341287,-5.450810496042468,-0.7726082425717898,-0.6637927347609249,-7.1405948835386095,-7.140594883538596
2010,3150598283304.25,81776930,783.1632711,13.55954263,38526.7371042695,4.303799282141159e-12,57.75735159143786,-0.15319844693729326,4.204645444698925,-0.021711546588318375,-0.1804408585799486,3.849294592593375,3.849294592593365
2011,3268996785218.57,80274983,763.6899109,12.93191791,40722.48492682421,3.955928610414755e-12,59.05465192517604,-1.8537146287573032,5.542792460424578,-8.42828188853661,2.221267738308558,-2.5179363185607744,-2.517936318560777
2012,3284148978797.69,80425823,773.0012606,13.03309114,40834.508821845564,3.968483532306548e-12,59.31066178364805,0.1877278005672928,0.2747133270209666,0.3168672242297211,0.43257648657363246,1.2118848383915963,1.211884838391613
2013,3297186905208.25,80645605,797.5715589,13.38698331,40884.892675902796,4.060122672710445e-12,59.578139483016955,0.2729002146815606,0.1233094210626656,2.2829148171781206,0.44996357573553697,3.129088028657893,3.1290880286578835
2014,3369071713224.27,80982500,751.080815,12.78419283,41602.46612816682,3.794574267985904e-12,58.75074202866197,0.41687735916829205,1.7398824850484422,-6.764096590471273,-1.3984936371120507,-6.005830383366587,-6.00583038336659
2015,3425099578746.09,81686611,755.630977,12.89363127,41929.754911072145,3.764454426379127e-12,58.6049780063239,0.865702643950229,0.7836268535736419,-0.7969278126117422,-0.2484141331215013,0.6039875517906107,0.6039875517906274
2016,3501212900675.89,82348669,767.4105891,13.11150341,42516.9337063103,3.744846081044913e-12,58.529564848734616,0.8072185385738926,1.3906720749714125,-0.5222427809595326,-0.12876332834145957,1.546884504244345,1.5468845042443133
2017,3599173571724.7,82657002,774.4026592,13.33959281,43543.480705055095,3.706293276544525e-12,58.05294586049663,0.3737245598958376,2.3857558586139427,-1.0348255935005437,-0.8176554797811,0.9069993452281124,0.9069993452281364
2018,3640049243667.4,82905782,746.2345905,12.93431975,43905.85500619728,3.55333647546166e-12,57.694150517656716,0.30052670199204307,0.8287687318728779,-4.2145245989597,-0.6199662942439275,-3.7051954593387,-3.7051954593387073
2019,3675639268112.03,83092962,693.9492235,12.50078135,44235.26589546814,3.4009815539980757e-12,55.51246790665609,0.22551987421290262,0.7474659264515543,-4.382293203459016,-3.8548148374910705,-7.264122240285645,-7.264122240285629
2020,3523764998709.97,83160871,617.4841827,11.52040556,42372.872678425534,3.2693455903607515e-12,53.599170574685914,0.08169315864945954,-4.301397973064073,-3.9474242701385984,-3.5074048885661298,-11.67453397311934,-11.674533973119342
2021,3661544208117.2,83196078,654.4076708,11.99240708,44011.01946316748,3.275232087438487e-12,54.56850042151838,0.04232705725521374,3.7931682746133415,0.1798893360255852,1.7923207310203224,5.807705398914498,5.807705398914463
2022,3727790994177.62,83177813,648.3539482,11.30807361,44817.131633139,3.033451614551864e-12,57.33549060262971,-0.021956570184897713,1.8150423941624558,-7.668761506697954,4.946301331317078,-0.9293743514033291,-0.9293743514033173
2023,3695372350062.48,83287273,576.6548243,10.13727835,44368.99200748811,2.743235969124628e-12,56.88458029762988,0.1315110794777466,-1.0049621600362388,-10.05628837178111,-0.78955063481509,-11.71929008715472,-11.719290087154691
2024,3677048776153.86,83516593,569.6500144,10.13622302,44027.76315544696,2.7566191359045127e-12,56.19943575393037,0.2749578291848808,-0.7720431509605218,0.4866743919446587,-1.2117590995782739,-1.2221700294092326,-1.2221700294092561
