year,gdp_real_2015_usd,population,co2_mt,energy_ej,gdp_per_capita,energy_intensity,carbon_intensity,population_pp,gdp_per_capita_pp,energy_intensity_pp,carbon_intensity_pp,co2_growth_pct,sum_factors
1990,1721504098259.6,57247586,595.1823914,9.039386938,30071.208561695512,5.250865767405728e-12,65.84322537383122,,,,,,
1991,1699254695038.56,57424897,605.4838469,9.236920787,29590.905405342914,5.435865979343605e-12,65.55039940930912,0.3092479323193813,-1.6101123502582835,3.462587062178556,-0.4457239836448673,1.7159986605948065,1.7159986605947863
1992,1721255429795.6,57580402,588.5811979,9.178018539,29893.077679374313,5.332165337070218e-12,64.12944094620771,0.2704311820818773,1.0159873553123033,-1.9261431418267911,-2.1915747777187224,-2.831299382151333,-2.8312993821513333
1993,1781335634495.42,57718614,574.6312763,9.298481399,30862.411812165483,5.219949131952262e-12,61.79840036694576,0.23974543928647862,3.1912059371472417,-2.126975327815451,-3.7026075516063615,-2.398631502988077,-2.3986315029880925
1994,1869572508478.99,57865745,561.3666422,9.1796737,32308.79527221139,4.910038876998795e-12,61.15322401928077,0.2545864868588897,4.580049538689599,-6.12057973128906,-1.049489622721947,-2.335433328462523,-2.3354333284625177
1995,1935631814547.44,58019030,558.8019397,9.214414739,33362.01612725066,4.760417074026227e-12,60.644322567213244,0.2645474168587021,3.2078518522427477,-3.0946574698830425,-0.8356562636929111,-0.4579144644744981,-0.4579144644745038
1996,1986246961912.3,58166950,579.3738263,9.671951654,34147.34590540333,4.869460766695462e-12,59.90247336072964,0.2546263842150859,2.3266853133962337,2.2647920440815463,-1.230822546757162,3.6152811949357018,3.6152811949357044
1997,2083175521750.84,58316954,559.8562796,9.499212201,35721.61059287905,4.5599672719926294e-12,58.93712739052854,0.25755332328035146,4.50709801106105,-6.566775913348939,-1.6246557505155264,-3.4267803295230803,-3.4267803295230643
1998,2150801957623.71,58487141,560.2455009,9.571091539,36773.928779040674,4.4500106135176275e-12,58.535173194941066,0.2914060854323924,2.9033292631169547,-2.44089650704941,-0.6843413507465445,0.06949749075340889,0.06949749075339284
1999,2214131432953.5,58682466,551.0582056,9.521630726,37730.71555911608,4.300390927244457e-12,57.87435172162966,0.3334058821844157,2.568536204328814,-3.4200549355629257,-1.1353513764771832,-1.653464225526899,-1.6534642255268794
2000,2314307169243.88,58892514,566.5899432,9.605091319,39297.13663172674,4.15030962468916e-12,58.98850145018596,0.35730088742160504,4.0677157924685785,-3.5522992061440837,1.9068223247718417,2.779539798517939,2.7795397985179413
2001,2369642769659.08,59119673,577.3419205,9.721336948,40082.13593568219,4.102448298314014e-12,59.389148178716134,0.38497596956422814,1.9779090187831836,-1.1598998398551514,0.6768984847385634,1.8798836332308146,1.8798836332308237
2002,2410140612988.09,59370479,557.8376227,9.498824218,40594.932929345065,3.941190886046838e-12,58.72701819693786,0.4233370796362806,1.2712506957909164,-4.010100843808799,-1.1211622217665644,-3.436675290148134,-3.436675290148167
2003,2487711377293.16,59647577,567.8813088,9.651908913,41706.83039301261,3.8798346950931625e-12,58.8361653553454,0.4656411136030151,2.702165966185308,-1.5690384611577672,0.18568260312348503,1.7844512217539994,1.7844512217540411
2004,2545576004983.01,59987905,575.7293803,9.712419567,42434.82090236373,3.815411344225342e-12,59.27764717415652,0.5689431134213172,1.7304359110944225,-1.674406658241968,0.7475567257363097,1.3725290920100428,1.3725290920100814
2005,2616614241852.83,60401206,580.1817765,9.790768568,43320.562868443885,3.741769960354239e-12,59.25804215169147,0.6866113060734599,2.065814242229346,-1.948973087782387,-0.033078683315240436,0.770373777205192,0.7703737772051785
2006,2673913418491.85,60846820,583.1155126,9.659326091,43944.99857990689,3.6124303891814445e-12,60.368136152201465,0.73504867842129,1.4311404383281376,-3.517796708776414,1.8559915267415121,0.5043839347145324,0.5043839347145256
2007,2752283449984.53,61322463,572.3548345,9.373372879,44882.14131230394,3.4056713450254137e-12,61.06178020318571,0.7786661124412556,2.1101152324622765,-5.893869918354774,1.1424723273653978,-1.8626162460858402,-1.862616246085844
2008,2750923500693.34,61806995,562.543079,9.189323665,44508.28746314782,3.34045045697706e-12,61.2170274448593,0.7870326223189392,-0.8364565066489851,-1.9336419385377175,0.25392351802490676,-1.729142304842873,-1.7291423048428567
2009,2624727410659.64,62276270,514.5093511,8.7092801,42146.5095879962,3.318165560594807e-12,59.07599080433754,0.7563908595934069,-5.452353524072696,-0.6693577021923726,-3.560078213785869,-8.925398580457527,-8.92539858045753
2010,2684060544650.54,62766365,529.5501487,8.896488677,42762.720840222944,3.314563337526467e-12,59.5235005546672,0.7838886466465156,1.4514842914738024,-0.10861964895099424,0.7546606971986219,2.8814139863679564,2.8814139863679458
2011,2706913649065.85,63258810,491.7373562,8.344614795,42791.09343134735,3.082704465980918e-12,58.9287065107719,0.7815065622366393,0.06632689005424112,-7.25186066667827,-1.0042852857058082,-7.4083125000932,-7.4083125000931975
2012,2748282336997.97,63711000,510.9156764,8.476861107,43136.7006795996,3.0844214922472355e-12,60.27179989749949,0.712282568284022,0.804417512348077,0.055683192537751454,2.253598193232202,3.8259814664020277,3.8259814664020526
2013,2795510733841.06,64139000,502.1413243,8.475358571,43585.19362386473,3.03177464797453e-12,59.247207076072165,0.6695371120280559,1.034333823882636,-1.7215976529126424,-1.7145690005500758,-1.7322957175520421,-1.7322957175520264
2014,2883853723651.98,64620000,460.5501408,7.948389865,44627.88182686444,2.7561695656791234e-12,57.942570586275586,0.747135714780007,2.3641319871586157,-9.530626320410512,-2.2266283241326503,-8.645986942604548,-8.64598694260454
