year,gdp_real_2015_usd,population,co2_mt,energy_ej,gdp_per_capita,energy_intensity,carbon_intensity,population_pp,gdp_per_capita_pp,energy_intensity_pp,carbon_intensity_pp,co2_growth_pct,sum_factors
2015,2945579890258.46,65088000,440.4082955,7.972257007,45255.34492162088,2.7065152886756278e-12,55.242611360032896,0.7216240029742627,1.3961966217215305,-1.8179941154899169,-4.771775729135695,-4.4719492199298365,-4.471949219929819
2016,3010574705731.3,65607000,414.6814672,7.870938291,45888.01051307482,2.6144304859852555e-12,52.68513763780441,0.7942197148201097,1.388309109488418,-3.461564970062194,-4.740120290023215,-6.019156435776886,-6.019156435776882
2017,3101591068534.48,65966000,404.1677714,7.805242921,47018.025475767514,2.516528693993184e-12,51.78157496066996,0.5457060200848334,2.432717486573133,-3.816583690054494,-1.7299007263968016,-2.568060909793314,-2.568060909793329
2018,3149707010747.53,66289000,396.9275388,7.737320336,47514.77636934529,2.4565206571908023e-12,51.30038845014417,0.4884513132814444,1.0509695178910425,-2.41344677235431,-0.9336065975118584,-1.8076325386936705,-1.8076325386936811
2019,3189276748351.15,66631000,380.6361536,7.490131065,47864.75887126337,2.3485359396522687e-12,50.81835688812476,0.5145963808404322,0.733876657710396,-4.495385218265242,-0.944067889911673,-4.190980069626076,-4.190980069626087
2020,2868821517197.41,66744000,324.0017161,6.651538433,42982.46310076427,2.318561260478127e-12,48.71079365527587,0.16944708834103317,-10.758731306143751,-1.284528264259076,-4.2357004213561416,-16.10951290341794,-16.109512903417937
2021,3113908148054.35,66984000,339.52832,6.75038017,46487.342470654934,2.167816084818626e-12,50.29765901318118,0.35893793023574055,7.8387872966314065,-6.722659870904348,3.205789436629124,4.680854792591939,4.680854792591924
2022,3274265196937.19,67604000,339.1015973,6.729167353,48433.00983576696,2.0551687014523414e-12,50.3928018893484,0.9213367993850984,4.100153204515722,-5.336231051036446,0.18898096926037256,-0.12576007787525634,-0.12576007787525234
2023,3283159739927.95,68492000,326.1932046,6.420235391,47934.93750989824,1.9555050316074153e-12,50.80704751998088,1.304979723074309,-1.0336979766187842,-4.970944947861072,0.818673044866748,-3.8809901565388176,-3.8809901565387985
2024,3320141995547.62,69226000,321.2281571,6.431415698,47960.910576194205,1.937090554146378e-12,49.94672591291112,1.0659564474211973,0.05416932526161124,-0.9461355243785425,-1.7078120013327962,-1.53382175302851,-1.53382175302853
