year,gdp_real_2015_usd,population,co2_mt,energy_ej,gdp_per_capita,energy_intensity,carbon_intensity,population_pp,gdp_per_capita_pp,energy_intensity_pp,carbon_intensity_pp,co2_growth_pct,sum_factors
2003,939542798342.002,1116803006,1052.522333,13.95398647,841.2788945716734,1.4851890190233383e-11,75.42807464109572,1.7343820441923496,5.832362024183953,-3.974768411862321,0.33362807000310857,3.9256037265170867,3.92560372651709
2004,1013982178697.24,1135991513,1115.56787,14.97067474,892.5966145816091,1.4764238518702822e-11,74.51687311189289,1.7035704679087955,5.921153187025297,-0.5919202223388751,-1.2153963966549202,5.8174070359403,5.817407035940297
2005,1094324353140.52,1154676322,1203.539919,15.91215085,947.7325656466696,1.4540616595376776e-11,75.63653275697799,1.6314214686007897,5.993759928097144,-1.5262062421859461,1.4913819524883796,7.590357107000356,7.590357107000367
2006,1182534912713.8,1172878890,1255.419362,16.68304789,1008.2327534378252,1.4107869214376145e-11,75.25119931787236,1.5641252252691302,6.188196945686621,-3.021313602651533,-0.5107562708984372,4.220252297405797,4.220252297405782
2007,1273126725479.64,1190676021,1366.685014,18.10030719,1069.24696813025,1.4217207782815854e-11,75.5061778595151,1.5059914439213566,5.875558342745798,0.7720304628051704,0.3382637580245922,8.491844007496907,8.491844007496917
2008,1312424303406.43,1207930964,1466.057938,19.24381693,1086.5060525151252,1.46628014126622e-11,76.18332388698316,1.4387718174673558,1.601245874219826,3.0860723829130436,0.8928113253404795,7.018901399940705,7.018901399940706
2009,1415605643155.69,1225524753,1592.28627,20.78148924,1155.1016327417174,1.4680281433234177e-11,76.62041211826069,1.4460173195527268,6.122124246588859,0.11914237322305452,0.5720925872955751,8.259376526660226,8.259376526660215
2010,1535897931732.14,1243481564,1644.473694,21.6949948,1235.1593913395084,1.412528420787248e-11,75.79968140854314,1.4546036188304072,6.7011689747238705,-3.853879646243478,-1.076942840164863,3.224950107145948,3.224950107145938
2011,1616399198833.92,1261224954,1711.557933,22.75802186,1281.610543549331,1.4079456285562239e-11,75.20679712538075,1.4168276154437627,3.691750059690324,-0.32496638393589367,-0.7852475409269659,3.9983637502712397,3.9983637502712273
2012,1704596203504.32,1278674502,1831.368394,24.10282381,1333.0962655766793,1.4139902318478275e-11,75.98148700071339,1.3740561660330615,3.938673166339948,0.42840183726631126,1.0248104340378266,6.765941603677167,6.765941603677148
2013,1813453530766.63,1295829511,1898.329604,24.80026734,1399.4537980287053,1.3675711519068146e-11,76.54472340861467,1.332704305074759,4.857776040407662,-3.3379374675377176,0.7385471212328054,3.5910899991775436,3.591089999177509
2014,1947834564908.95,1312277191,2048.567271,26.50419694,1484.3164068291346,1.360700616853409e-11,77.29218416379605,1.2612902712534702,5.887231793779359,-0.5036558055367388,0.971765032241643,7.616631291737715,7.616631291737733
2015,2103588360044.94,1328024498,2120.485219,27.41064136,1583.9981590798484,1.3030420723289423e-11,77.3599271593257,1.1928556338433502,6.499779702677204,-4.329814011118598,0.08760695121816828,3.4504282766201335,3.4504282766201237
2016,2277267041550.36,1343944296,2216.561454,28.69022824,1694.4653497382453,1.2598534873831808e-11,77.25841131196243,1.1916296640209922,6.741513199704084,-3.37061520909939,-0.13131154163689815,4.431216112988759,4.431216112988787
2017,2432016068497.75,1359657400,2292.054338,29.65496054,1788.6977031844567,1.2193570973532996e-11,77.29075663103208,1.1623961434697043,5.412055175496492,-3.2671683882281464,0.04185764306907721,3.349140573807104,3.3491405738071265
2018,2588974770244.57,1374659064,2390.678019,31.28144215,1883.3577270506178,1.2082559671697755e-11,76.42480188529288,1.097299067029247,5.156839387611621,-0.9145780046599654,-1.1267095080971767,4.212850941883732,4.212850941883726
2019,2689205295885.31,1389030312,2416.74571,31.87765467,1936.0306774106668,1.1853931240867051e-11,75.81315924958541,1.0400139509810413,2.7583625676199643,-1.9103500564584757,-0.8035393040817079,1.0844871580608377,1.0844871580608224
2020,2533830417086.54,1402617695,2247.668782,30.05773283,1806.5011058387795,1.186256689765415e-11,74.77838713625961,0.9734386469101486,-6.924795074908818,0.07282404947230295,-1.3742981256514386,-7.252830504177803,-7.252830504177805
2021,2779348258938.77,1414203896,2477.805359,32.69510658,1965.3094343750627,1.1763587551451316e-11,75.78520513267584,0.8226482201287244,8.425782213834065,-0.8378843496172328,1.3374189451400735,9.747965029485622,9.747965029485632
2022,2990839011962.46,1425423212,2600.401459,34.30941799,2098.211244761503,1.1471502763195413e-11,75.79264270113607,0.7902005406098339,6.543548765479096,-2.514302044400926,0.009813529579023447,4.829260791267005,4.829260791267027
2023,3265719695911.24,1438069596,2830.22972,37.06361668,2270.905180802696,1.1349295142018631e-11,76.36140165261389,0.8832895397661346,7.909331653044746,-1.0710299428652195,0.7476128590657185,8.469204109011375,8.469204109011379
2024,3477820532826.48,1450935791,2952.993543,38.76440033,2396.949992135441,1.1146176165247825e-11,76.17797561322419,0.8907065469859844,5.4018582472719014,-1.8059145707929214,-0.24049675708243068,4.246153466382544,4.246153466382534
